4.383971219747341162e-18,5.658361988025717437e-05,3.600566600425736397e-08,5.902035627514123917e-05,6.055252826930868082e-11,1.884531863893812442e-09,4.056474600666604147e-11,9.926436543464660645e-01,7.204136345535516739e-03,3.655292312032543123e-05,2.761108722174575399e-19
6.096497566923093800e-23,2.185686354128080211e-10,5.455845908386436349e-08,9.999983310699462891e-01,2.743934612181111614e-17,7.978403511329615386e-23,8.297178997465279315e-15,7.382838372767264179e-13,5.097801347719865817e-11,1.638903086131904274e-06,1.021018218321971615e-29
9.999911785125732422e-01,1.546825046716548968e-06,7.290440359698432959e-14,4.149688720644917339e-06,1.197030474742177830e-09,1.714837050137418828e-09,1.713665824354393408e-06,5.342568663194628513e-17,1.087894574425263272e-08,1.328844746240065433e-06,8.054367839349652058e-08
2.238238127871487815e-26,1.166215041203955138e-10,2.015248412590153748e-08,1.000000000000000000e+00,3.976093707124454099e-20,1.504746938179631286e-26,3.482703348450389010e-18,2.285967488791781433e-16,8.521635654068493437e-12,7.292817905124593381e-09,1.412974056224640932e-35
1.081249280955830513e-23,7.442665234114187456e-11,6.479518744467727132e-12,1.000000000000000000e+00,4.025901276185386542e-17,1.076718941328373702e-13,2.043896829562186213e-09,4.514164815951757421e-17,7.958076472108777111e-13,1.475408417661583371e-08,6.807916943711645141e-24
7.154191413917370587e-21,1.545858729912197305e-08,3.820532779030827442e-11,2.713563240774874430e-08,3.978439781349152327e-05,8.179172436939552426e-05,1.169639743132250276e-13,9.998784065246582031e-01,1.018304107702761030e-09,1.933106452689514754e-12,1.775245098492583828e-12
8.425645834961952366e-25,3.198515287294867449e-06,3.337690129975260517e-15,9.999262094497680664e-01,1.026447332620923636e-13,2.869361378543544561e-05,3.901129457517527044e-05,9.767883168976254638e-10,4.956494592533999821e-08,2.861429720724117942e-06,1.453035555614121561e-17
3.790712632678605587e-09,2.608923921343375696e-07,3.242809043513261713e-08,2.640499133121920750e-06,2.059019170701503754e-04,5.223972257226705551e-04,1.247948500093798430e-08,1.714869023693166294e-14,2.109047727572033182e-06,3.883770460788582568e-08,9.992668032646179199e-01
3.502257671948943840e-21,1.344991756857538689e-10,7.781465427569855819e-08,9.999966621398925781e-01,1.043817626793889521e-16,2.441417721446900822e-22,1.251476780008125428e-14,1.297813961333160737e-12,1.028606644304375095e-10,3.269631861257948913e-06,9.182377168329656200e-29
9.502606286804286492e-20,1.135695342213693948e-07,1.763999319878695182e-12,9.158411558018997312e-06,1.214514178116132825e-08,9.999054670333862305e-01,4.387622902868315578e-05,3.312269891957847490e-13,3.321389669963537017e-07,1.603632000524157775e-07,4.090627044206485152e-05
1.095982836082643351e-23,7.482328992503006759e-12,2.977758661870666401e-08,9.999998807907104492e-01,8.283440776275004539e-21,5.090360736800833825e-32,2.462585830699693993e-20,3.094199297577591764e-20,8.512501814550432755e-09,3.995701902681503270e-08,5.745547194021228227e-36
1.013511003584060931e-26,1.367630719784074245e-08,1.136484222363592055e-15,9.998190999031066895e-01,1.319557370781045038e-15,6.693777265809330856e-08,1.805259089451283216e-04,1.126598120348987209e-10,7.865024542752507841e-08,1.867411469902435783e-07,2.538981000900823844e-19
3.835942490087193696e-23,4.153248925331531893e-11,6.333208624198505277e-09,9.999978542327880859e-01,1.290734695779275766e-17,1.819960118020400567e-21,1.147330841444471616e-10,4.303729512252895545e-15,4.902379391324984681e-09,2.137602905349922366e-06,1.227709176435417748e-27
2.487493950961156603e-23,4.471898407132357534e-10,1.684510152699658647e-06,9.999982118606567383e-01,5.034037677299316226e-19,5.054196286343548693e-29,2.058317623744454032e-20,1.715160323617682969e-16,5.783016843174948463e-10,1.452154378966952208e-07,1.149912712409702575e-35
5.526177183790836283e-21,1.877931936178356409e-05,9.999771118164062500e-01,2.497527248124242760e-06,6.253837373090473384e-14,1.582265155532668521e-17,2.008294683993876630e-20,2.447141582706535701e-07,1.551593840076748165e-07,1.216026817019155715e-06,1.826116596784024322e-23
