ID,Label
0,8
1,4
2,1
3,4
4,4
5,8
6,4
7,11
8,4
9,6
10,4
11,4
12,4
13,4
14,3
15,6
16,5
17,4
18,10
19,4
20,3
21,5
22,3
23,8
24,3
25,4
26,5
27,9
28,4
29,6
30,4
31,3
32,3
33,5
34,1
35,4
36,6
37,8
38,4
39,11
40,1
41,6
42,4
43,4
44,10
45,5
46,8
47,8
48,4
49,9
50,3
51,2
52,4
53,4
54,4
55,9
56,1
57,5
58,1
59,9
60,5
61,5
62,5
63,8
64,4
65,3
66,4
67,11
68,9
69,6
70,6
71,4
72,11
73,4
74,2
75,3
76,1
77,3
78,11
79,4
80,11
81,4
82,4
83,8
84,8
85,9
86,3
87,1
88,2
89,6
90,6
91,3
92,6
93,4
94,4
95,4
96,3
97,5
98,11
99,2
100,4
101,9
102,11
103,3
104,4
105,3
106,3
107,5
108,1
109,4
110,4
111,5
112,3
113,4
114,3
115,4
116,4
117,3
118,4
119,3
120,4
121,8
122,3
123,11
124,4
125,4
126,6
127,6
128,1
129,3
130,4
131,5
132,4
133,4
134,4
135,5
136,10
137,4
138,4
139,11
140,5
141,5
142,4
143,6
144,8
145,4
146,8
147,3
148,4
149,5
150,4
151,3
152,2
153,4
154,3
155,4
156,8
157,9
158,3
159,4
160,3
161,11
162,4
163,11
164,11
165,3
166,5
167,8
168,3
169,6
170,5
171,11
172,9
173,1
174,9
175,6
176,3
177,8
178,7
179,8
180,6
181,3
182,5
183,10
184,9
185,6
186,9
187,5
188,6
189,6
190,3
191,11
192,1
193,3
194,2
195,5
196,7
197,3
198,3
199,6
200,5
201,9
202,6
203,9
204,8
205,11
206,6
207,8
208,6
209,6
210,9
211,3
212,3
213,6
214,11
215,6
216,6
217,6
218,5
219,11
220,3
221,8
222,5
223,8
224,7
225,9
226,4
227,6
228,8
229,6
230,7
231,6
232,3
233,8
234,3
235,11
236,8
237,6
238,6
239,5
240,3
241,6
242,3
243,5
244,6
245,10
246,9
247,6
248,3
249,8
250,8
251,2
252,10
253,8
254,1
255,11
256,10
257,8
258,6
259,3
260,6
261,3
262,5
263,5
264,3
265,6
266,4
267,6
268,3
269,3
270,2
271,4
272,3
273,3
274,11
275,3
276,8
277,10
278,5
279,6
280,8
281,5
282,2
283,5
284,7
285,11
286,8
287,5
288,5
289,6
290,7
291,5
292,9
293,1
294,10
295,6
296,6
297,6
298,8
299,9
300,6
301,11
302,8
303,2
304,10
305,10
306,11
307,5
308,5
309,9
310,11
311,11
312,8
313,9
314,5
315,3
316,11
317,6
318,6
319,3
320,6
321,11
322,8
323,3
324,10
325,10
326,8
327,8
328,11
329,10
330,7
331,11
332,9
333,10
334,8
335,11
336,6
337,1
338,2
339,8
340,4
341,11
342,9
343,9
344,8
345,5
346,3
347,5
348,9
349,1
350,9
351,5
352,4
353,11
354,11
355,3
356,5
357,3
358,3
359,4
360,6
361,4
362,4
363,4
364,7
365,6
366,3
367,4
368,4
369,4
370,4
371,9
372,1
373,5
374,1
375,4
376,11
377,1
378,3
379,4
380,4
381,3
382,3
383,1
384,9
385,6
386,2
387,4
388,5
389,4
390,9
391,5
392,8
393,5
394,1
395,9
396,3
397,4
398,4
399,4
400,4
401,4
402,4
403,5
404,9
405,9
406,6
407,4
408,4
409,4
410,11
411,9
412,11
413,4
414,5
415,9
416,4
417,3
418,9
419,4
420,9
421,1
422,7
423,9
424,7
425,11
426,4
427,6
428,3
429,9
430,6
431,4
432,4
433,5
434,4
435,1
436,3
437,8
438,7
439,7
440,1
441,5
442,11
443,5
444,11
445,5
446,11
447,9
448,11
449,6
450,11
451,6
452,7
453,5
454,6
455,7
456,1
457,5
458,5
459,6
460,8
461,6
462,4
463,5
464,5
465,11
466,11
467,4
468,3
469,6
470,5
471,7
472,4
473,8
474,10
475,5
476,6
477,5
478,5
479,11
480,6
481,7
482,11
483,5
484,11
485,1
486,1
487,5
488,6
489,5
490,11
491,11
492,7
493,6
494,7
495,8
496,4
497,11
498,4
499,5
500,7
501,6
502,11
503,11
504,11
505,7
506,5
507,11
508,7
509,6
510,5
511,7
512,11
513,7
514,4
515,5
516,6
517,5
518,7
519,9
520,6
521,6
522,5
523,5
524,6
525,7
526,6
527,7
528,7
529,11
530,11
531,5
532,7
533,3
534,5
535,8
536,3
537,5
538,5
539,1
540,8
541,6
542,9
543,3
544,9
545,9
546,1
547,6
548,3
549,11
550,4
551,3
552,6
553,9
554,5
555,6
556,10
557,7
558,5
559,1
560,6
561,7
562,6
563,9
564,8
565,6
566,10
567,5
568,6
569,4
570,5
571,9
572,1
573,1
574,4
575,11
576,9
577,11
578,6
579,4
580,11
581,3
582,8
583,10
584,3
585,2
586,11
587,5
588,6
589,10
590,3
591,2
592,7
593,11
594,6
595,11
596,6
597,4
598,2
599,7
600,6
601,9
602,1
603,4
604,1
605,10
606,5
607,6
608,7
609,8
610,4
611,3
612,11
613,5
614,10
615,1
616,10
617,9
618,2
619,11
620,11
621,1
622,1
623,6
624,11
625,7
626,3
627,5
628,3
629,1
630,11
631,4
632,10
633,5
634,9
635,3
636,5
637,3
638,1
639,7
640,3
641,9
642,1
643,3
644,3
645,10
646,11
647,6
648,10
649,1
650,7
651,11
652,6
653,5
654,10
655,10
656,1
657,6
658,6
659,6
660,6
